date,curr_close,real_close,real_return,real_direction,rw_direction,sma_direction,bh_direction,pred_close,pred_return,pred_direction,prob_up
2025-09-11,24973.099609375,25005.5,0.0012974116602184522,1,1,-1,1,25009.880859375,0.0014728347932505812,1,0.6307855768474644
2025-09-12,25005.5,25114.0,0.0043390454100097975,1,1,-1,1,25042.62109375,0.0014845171562256304,1,0.6341016491266496
2025-09-15,25114.0,25069.19921875,-0.0017838966811340288,-1,1,-1,1,25059.087890625,-0.0021865138717448436,-1,0.3097646221940721
2025-09-16,25069.19921875,25239.099609375,0.006777256391098701,1,-1,-1,1,25100.658203125,0.0012548858900714663,1,0.6220114232947859
2025-09-17,25239.099609375,25330.25,0.0036114755294654973,1,1,-1,1,25130.31640625,-0.004310106335354085,-1,0.15921775041568859
2025-09-18,25330.25,25423.599609375,0.003685301541635002,1,1,-1,1,25254.384765625,-0.00299504483275925,-1,0.24026056743449006
2025-09-19,25423.599609375,25327.05078125,-0.0037976065391384403,-1,1,-1,1,25424.7890625,4.6785394014834425e-05,1,0.504456119859662
2025-09-22,25327.05078125,25202.349609375,-0.004923635718664811,-1,-1,1,1,25272.841796875,-0.0021403591299754385,-1,0.29402049518662743
2025-09-23,25202.349609375,25169.5,-0.0013034343973539794,-1,-1,1,1,25215.73046875,0.0005309369793847501,1,0.5527920497214657
2025-09-24,25169.5,25056.900390625,-0.004473653007608415,-1,-1,1,1,25149.5,-0.0007946125270664892,-1,0.4089777294275926
2025-09-25,25056.900390625,24890.849609375,-0.006626948212322688,-1,-1,1,1,25101.857421875,0.001794197628163961,1,0.7151488921799029
2025-09-26,24890.849609375,24654.69921875,-0.00948743792723151,-1,-1,1,1,24857.556640625,-0.0013375585515353558,-1,0.3456417132986779
2025-09-29,24654.69921875,24634.900390625,-0.0008030448049409952,-1,-1,1,1,24692.4296875,0.0015303560759445738,1,0.6648760787733802
2025-09-30,24634.900390625,24611.099609375,-0.0009661407544825133,-1,-1,1,1,24726.099609375,0.0037020331847863516,1,0.8408009888116059
2025-10-01,24611.099609375,24836.30078125,0.009150390492475804,1,-1,1,1,24677.630859375,0.0027033026177609933,1,0.7807191442891745
2025-10-03,24836.30078125,24894.25,0.0023332467769817144,1,1,1,1,24750.82421875,-0.0034415979759968907,-1,0.19101410534913427
2025-10-06,24894.25,25077.650390625,0.007367178791287145,1,1,1,1,24871.216796875,-0.0009252418982295108,-1,0.4046628453876676
2025-10-07,25077.650390625,25108.30078125,0.0012222193924698109,1,1,1,1,25036.796875,-0.0016290806749691602,-1,0.34424457147903814
2025-10-08,25108.30078125,25046.150390625,-0.002475292580189725,-1,1,1,1,25077.548828125,-0.001224772372806864,-1,0.37989411011790947
2025-10-09,25046.150390625,25181.80078125,0.00541601757193693,1,-1,1,1,25090.65234375,0.001776798127893438,1,0.6718193496489019
2025-10-10,25181.80078125,25285.349609375,0.00411205016767907,1,1,1,1,25220.068359375,0.001519652166952789,1,0.6447156072914497
2025-10-13,25285.349609375,25227.349609375,-0.0022938183927065595,-1,1,1,1,25274.568359375,-0.0004263832680408206,-1,0.4582206949845636
2025-10-14,25227.349609375,25145.5,-0.0032444791324643557,-1,-1,1,1,25165.63671875,-0.0024462692902969966,-1,0.2771730757913384
2025-10-15,25145.5,25323.55078125,0.007080820872521923,1,-1,1,1,25155.2890625,0.00038929679266667993,1,0.5395062955846761
2025-10-16,25323.55078125,25585.30078125,0.010336228211479895,1,1,1,1,25237.39453125,-0.003402218383363189,-1,0.20956538944357075
2025-10-17,25585.30078125,25709.849609375,0.004867983737610569,1,1,1,1,25580.7734375,-0.00017695096839814487,-1,0.48419727482838315
2025-10-20,25709.849609375,25843.150390625,0.005184813729964113,1,1,1,1,25668.8046875,-0.0015964668210285105,-1,0.36104131190828337
