date,curr_close,real_close,real_return,real_direction,rw_direction,sma_direction,bh_direction,pred_close,pred_return,pred_direction,prob_up
2024-01-01,21731.400390625,21741.900390625,0.0004831718072126514,1,-1,1,1,21610.515625,-0.005562677206810386,-1,0.18416593832244824
2024-01-02,21741.900390625,21665.80078125,-0.0035001360510240297,-1,1,1,1,21829.69921875,0.004038231550488495,1,0.7839614059686407
2024-01-03,21665.80078125,21517.349609375,-0.006851866375669461,-1,-1,1,1,21719.009765625,0.0024558974261892075,1,0.6864664143450636
2024-01-04,21517.349609375,21658.599609375,0.006564470186349442,1,-1,1,1,21744.8671875,0.010573680413961008,1,0.9616002357677147
2024-01-05,21658.599609375,21710.80078125,0.0024101822286056087,1,1,1,1,21730.21484375,0.003306549623088332,1,0.7309229476909073
2024-01-08,21710.80078125,21513.0,-0.009110708685643036,-1,1,1,1,21727.95703125,0.000790217282764465,1,0.5594846646182586
2024-01-09,21513.0,21544.849609375,0.0014804820050667038,1,-1,1,1,21462.9296875,-0.002327444452191698,-1,0.341187318459383
2024-01-10,21544.849609375,21618.69921875,0.0034277152411806657,1,1,1,1,21587.185546875,0.00196501429657592,1,0.637867372183436
2024-01-11,21618.69921875,21647.19921875,0.001318303183351652,1,1,1,1,21659.79296875,0.0019008428575739283,1,0.6333984117283307
2024-01-12,21647.19921875,21894.55078125,0.01142649263770591,1,1,1,1,21659.060546875,0.0005479382346482107,1,0.5422469439990937
2024-01-15,21894.55078125,22097.44921875,0.009267074694848621,1,1,1,1,21826.568359375,-0.0031049927698547993,-1,0.2725259639907771
2024-01-16,22097.44921875,22032.30078125,-0.0029482333845447023,-1,1,1,1,21966.30078125,-0.005935003456811598,-1,0.14040560027454282
2024-01-17,22032.30078125,21571.94921875,-0.02089439351208249,-1,-1,1,1,21995.4140625,-0.0016742109285922356,-1,0.3764649043858102
2024-01-18,21571.94921875,21462.25,-0.005085271508735574,-1,-1,1,1,21680.193359375,0.005017819183948194,1,0.7885183750734392
2024-01-19,21462.25,21622.400390625,0.007461957186455288,1,-1,1,1,21545.5546875,0.003881451735023122,1,0.7329472439212539
2024-01-23,21622.400390625,21238.80078125,-0.017740842942734536,-1,1,1,1,21745.7890625,0.005706520536383122,1,0.8118946801592481
2024-01-24,21238.80078125,21453.94921875,0.010129971071150917,1,-1,1,1,21181.71484375,-0.0026878135958785633,-1,0.3520548752411176
2024-01-25,21453.94921875,21352.599609375,-0.004724053755400148,-1,1,1,1,21475.28125,0.0009943172248844773,1,0.5561046942023469
2024-01-29,21352.599609375,21737.599609375,0.01803059145224468,1,-1,1,1,21394.55078125,0.0019646868597948636,1,0.6105064611690446
2024-01-30,21737.599609375,21522.099609375,-0.009913698102483177,-1,1,1,1,21571.40234375,-0.007645612607259653,-1,0.17272885164231094
2024-01-31,21522.099609375,21725.69921875,0.009460025419002906,1,-1,1,1,21510.208984375,-0.0005524844330160269,-1,0.47247203448573133
2024-02-01,21725.69921875,21697.44921875,-0.001300303374154205,-1,1,1,1,21571.669921875,-0.007089727944961495,-1,0.20040224199202336
2024-02-02,21697.44921875,21853.80078125,0.007205988175093306,1,-1,1,1,21619.6328125,-0.00358643108069839,-1,0.32976045944588817
2024-02-05,21853.80078125,21771.69921875,-0.0037568550808077758,-1,1,1,1,21912.91796875,0.0027051215526189398,1,0.6303669295577569
2024-02-06,21771.69921875,21929.400390625,0.007243402101531249,1,-1,1,1,21798.375,0.0012252503115157201,1,0.5599467261538389
2024-02-07,21929.400390625,21930.5,5.014315737835186e-05,1,1,1,1,21766.052734375,-0.007448797201032112,-1,0.1846264479939716
