date,curr_close,real_close,real_return,abs_real_return,roll_std,ewma_abs,roll_abs,real_high_vol,pred_close,pred_return,abs_pred_return,pred_high_vol
2020-01-01,12168.4501953125,12182.5,0.0011546092116900993,0.0011546092116900993,0.005749722157799632,0.004883644441871808,0.004820114374160767,0,12136.8203125,-0.002599335355350707,0.002599335355350707,0
2020-01-02,12182.5,12282.2001953125,0.008183886337984815,0.008183886337984815,0.005628907219876376,0.004528503178702004,0.004653748869895935,1,12163.904296875,-0.0015264275087215268,0.0015264275087215268,0
2020-01-03,12282.2001953125,12226.650390625,-0.0045227893866035965,0.0045227893866035965,0.0058261787634431425,0.004876630203297117,0.004858675599098206,0,12241.3193359375,-0.0033284638521526603,0.0033284638521526603,0
2020-01-06,12226.650390625,11993.0498046875,-0.01910585307294117,0.01910585307294117,0.005919537421621239,0.004842932131131357,0.0049818545579910275,1,12187.3076171875,-0.003217788370530883,0.003217788370530883,0
2020-01-07,11993.0498046875,12052.9501953125,0.004994592001242908,0.004994592001242908,0.00717837947639032,0.006201305418665327,0.005534014105796814,0,11992.0361328125,-8.452160972464276e-05,8.452160972464276e-05,0
2020-01-08,12052.9501953125,12025.349609375,-0.0022899444111396158,0.0022899444111396158,0.007251737886813237,0.006086384027706594,0.005716642737388611,0,12111.21484375,0.004834057014535715,0.004834057014535715,0
2020-01-09,12025.349609375,12215.900390625,0.015845758122611756,0.015845758122611756,0.007082902153388618,0.0057248189629369875,0.005493128299713134,1,11989.333984375,-0.002994975295514245,0.002994975295514245,0
2020-01-10,12215.900390625,12256.7998046875,0.0033480474426500683,0.0033480474426500683,0.007817067791270834,0.006688719595442803,0.006060439348220825,0,12244.09765625,0.0023082429230218493,0.0023082429230218493,0
2020-01-13,12256.7998046875,12329.5498046875,0.005935480807329286,0.005935480807329286,0.007779922472641286,0.006370555147975268,0.005969029664993286,0,12219.8837890625,-0.003011880442958839,0.003011880442958839,0
2020-01-14,12329.5498046875,12362.2998046875,0.002656220260982195,0.002656220260982195,0.007613334792790885,0.006329114707856995,0.005785924196243286,0,12256.1572265625,-0.005952575664773851,0.005952575664773851,0
2020-01-15,12362.2998046875,12343.2998046875,-0.0015369308543055748,0.0015369308543055748,0.007569304949690987,0.0059793153442297105,0.005783256888389587,0,12300.607421875,-0.004990364558955905,0.004990364558955905,0
2020-01-16,12343.2998046875,12355.5,0.0009884063018437618,0.0009884063018437618,0.007355839004348649,0.005556228717687209,0.005399465560913086,0,12312.884765625,-0.0024640930337728297,0.0024640930337728297,0
2020-01-17,12355.5,12352.349609375,-0.0002549788049856339,0.0002549788049856339,0.007298903440294643,0.005121194003589906,0.005216044187545776,0,12355.2373046875,-2.1261406863340214e-05,2.1261406863340214e-05,0
2020-01-20,12352.349609375,12224.5498046875,-0.010346193941151442,0.010346193941151442,0.007275957963917361,0.004657745876614593,0.005073130130767822,1,12352.0771484375,-2.2057417909643014e-05,2.2057417909643014e-05,0
2020-01-21,12224.5498046875,12169.849609375,-0.004474618385662368,0.004474618385662368,0.007659201712568222,0.005199500958852471,0.005541092157363892,0,12207.92578125,-0.0013598883969637495,0.0013598883969637495,0
2020-01-22,12169.849609375,12106.900390625,-0.0051725551893021995,0.0051725551893021995,0.007719256033842227,0.005130466571588247,0.0057279527187347416,0,12213.2275390625,0.0035643768066027674,0.0035643768066027674,0
2020-01-23,12106.900390625,12180.349609375,0.00606672363529773,0.00606672363529773,0.0077544751981415356,0.005134474581746811,0.005790048837661743,0,12083.626953125,-0.0019223283209649457,0.0019223283209649457,0
2020-01-24,12180.349609375,12248.25,0.00557458470426319,0.00557458470426319,0.007710502509507152,0.005223256045821287,0.0057331562042236325,0,12195.8154296875,0.0012697353367095664,0.0012697353367095664,0
2020-01-27,12248.25,12119.0,-0.010552527912150715,0.010552527912150715,0.007487451992993932,0.005256715851672897,0.00552019476890564,1,12210.08984375,-0.003115559875900639,0.003115559875900639,0
2020-01-28,12119.0,12055.7998046875,-0.005214967844912947,0.005214967844912947,0.007847984003388488,0.005761078677258783,0.006006789207458496,0,12058.859375,-0.0049625072200676626,0.0049625072200676626,0
2020-01-29,12055.7998046875,12129.5,0.00611325639994819,0.00611325639994819,0.0077745306058999725,0.005709070154218256,0.005910977721214294,0,12077.0341796875,0.0017613410428185539,0.0017613410428185539,0
2020-01-30,12129.5,12035.7998046875,-0.007724984155365019,0.007724984155365019,0.00790588851024479,0.005747567357315866,0.00615890920162201,0,12116.2998046875,-0.0010882720072962612,0.0010882720072962612,0
2020-01-31,12035.7998046875,11962.099609375,-0.006123414854723364,0.006123414854723364,0.007819056631233645,0.0059358943119971865,0.006135967373847961,0,12063.70703125,0.0023186848415035254,0.0023186848415035254,0
2020-02-03,11962.099609375,11707.900390625,-0.021250384719316135,0.021250384719316135,0.007865242684073612,0.0059537542419360245,0.006215998530387878,1,11976.7998046875,0.001228897584248428,0.001228897584248428,0
2020-02-04,11707.900390625,11979.650390625,0.023210822686670744,0.023210822686670744,0.00813417465270958,0.0074105745202861,0.006323224306106568,1,11749.83984375,0.003582149807029675,0.003582149807029675,0
2020-02-05,11979.650390625,12089.150390625,0.00914050046783437,0.00914050046783437,0.009725150609000784,0.008915354464189751,0.007234030961990356,0,11949.759765625,-0.0024951166374096957,0.0024951166374096957,0
2020-02-06,12089.150390625,12137.9501953125,0.004036661230167481,0.004036661230167481,0.009933227280279537,0.008936796085276033,0.007576557993888855,0,12088.8271484375,-2.673820550290041e-05,2.673820550290041e-05,0
2020-02-07,12137.9501953125,12098.349609375,-0.0032625431230384493,0.0032625431230384493,0.009291476382203859,0.00847011693075151,0.006986102461814881,0,12137.1884765625,-6.275513886143352e-05,6.275513886143352e-05,0
2020-02-10,12098.349609375,12031.5,-0.005525514763038282,0.005525514763038282,0.009273220608232376,0.007974155302720488,0.0069818288087844845,0,12111.884765625,0.0011187605489191368,0.0011187605489191368,0
2020-02-11,12031.5,12107.900390625,0.00635003038897893,0.00635003038897893,0.00920132001761207,0.007740952834329302,0.006961333751678467,0,12063.005859375,0.0026186144184016957,0.0026186144184016957,0
