date,curr_close,real_close,real_return,real_direction,rw_direction,sma_direction,bh_direction,pred_close,pred_return,pred_direction,prob_up
2018-10-05,10599.25,10316.4501953125,-0.02668111467202868,-1,-1,-1,1,10610.181640625,0.001031359824987617,1,0.551812815853608
2018-10-08,10316.4501953125,10348.0498046875,0.003063031253653312,1,-1,-1,1,10361.1611328125,0.004333945945894778,1,0.6849625964406696
2018-10-09,10348.0498046875,10301.0498046875,-0.00454191861143824,-1,1,-1,1,10154.5126953125,-0.018702761682431294,-1,0.03281322440710626
2018-10-10,10301.0498046875,10460.099609375,0.015440154906844958,1,-1,-1,1,10249.59765625,-0.004994845128705879,-1,0.2836646671137665
2018-10-11,10460.099609375,10234.650390625,-0.021553257346415538,-1,1,-1,1,10240.8837890625,-0.020957335828429874,-1,0.02713294961897165
2018-10-12,10234.650390625,10472.5,0.023239641834065152,1,-1,-1,1,10113.763671875,-0.011811514232155203,-1,0.12600722305769996
2018-10-15,10472.5,10512.5,0.0038195273334924802,1,1,-1,1,10463.1513671875,-0.0008926839639532108,-1,0.4671477604044626
2018-10-16,10512.5,10584.75,0.006872770511296076,1,1,-1,1,10449.0546875,-0.0060352259215219976,-1,0.28452748220231183
2018-10-17,10584.75,10453.0498046875,-0.012442447418455797,-1,1,-1,1,10675.392578125,0.0085635067550013,1,0.7850326233079589
2018-10-19,10453.0498046875,10303.5498046875,-0.014302046081609518,-1,-1,-1,1,10457.017578125,0.00037958045849171375,1,0.5142348550810163
2018-10-22,10303.5498046875,10245.25,-0.005658225154691548,-1,-1,-1,1,10293.7958984375,-0.000946654932998194,-1,0.46510126607609376
2018-10-23,10245.25,10146.7998046875,-0.009609350217173813,-1,-1,-1,1,10243.1025390625,-0.00020960551841097094,-1,0.49224637072559074
