date,curr_close,real_close,real_return,abs_real_return,roll_std,ewma_abs,roll_abs,real_high_vol,pred_close,pred_return,abs_pred_return,pred_high_vol
2018-01-02,10530.7001953125,10442.2001953125,-0.008403999578242076,0.008403999578242076,0.0062203298108795615,0.004556684297693842,0.005320408940315246,1,10495.0927734375,-0.0033812967053083354,0.0033812967053083354,0
2018-01-03,10442.2001953125,10443.2001953125,9.576525840300397e-05,9.576525840300397e-05,0.006049085314184585,0.004923096887889763,0.005228462815284729,0,10463.4697265625,0.002036882156267018,0.002036882156267018,0
2018-01-04,10443.2001953125,10504.7998046875,0.005898537634340228,0.005898537634340228,0.006054318129018843,0.00446334718994876,0.005203858017921448,0,10489.7373046875,0.00445621155437473,0.00445621155437473,0
2018-01-05,10504.7998046875,10558.849609375,0.005145248428568972,0.005145248428568972,0.006099155368375675,0.004600037443883375,0.005451887845993042,0,10520.2939453125,0.0014749582013058576,0.0014749582013058576,0
2018-01-08,10558.849609375,10623.599609375,0.0061322968311348725,0.0061322968311348725,0.005733248762095279,0.004651956939351746,0.005342727899551392,1,10518.9677734375,-0.003777100480916944,0.003777100480916944,0
2018-01-09,10623.599609375,10637.0,0.0012613794869654694,0.0012613794869654694,0.005340439800144013,0.004792936760726032,0.005039030313491821,0,10536.9873046875,-0.008152820877310485,0.008152820877310485,1
2018-01-10,10637.0,10632.2001953125,-0.00045123669150136316,0.00045123669150136316,0.005040224087519049,0.00445659549710801,0.004615461826324463,0,10568.3408203125,-0.006454750370170161,0.006454750370170161,1
2018-01-11,10632.2001953125,10651.2001953125,0.0017870242895141003,0.0017870242895141003,0.00498448867309224,0.004075129941283408,0.004362344741821289,0,10571.4287109375,-0.005715795720418507,0.005715795720418507,1
2018-01-12,10651.2001953125,10681.25,0.00282125996474319,0.00282125996474319,0.004461395703883192,0.0038572191335093458,0.004054015874862671,0,10586.630859375,-0.006062165272784601,0.006062165272784601,1
2018-01-15,10681.25,10741.5498046875,0.00564538838502048,0.00564538838502048,0.00418466075355526,0.003758551315699769,0.003964608907699585,1,10680.9716796875,-2.6056904622586308e-05,2.6056904622586308e-05,0
2018-01-16,10741.5498046875,10700.4501953125,-0.00382622713875651,0.00382622713875651,0.0041779610092306865,0.003938250649943253,0.003956729173660278,0,10755.0361328125,0.0012555290782261892,0.0012555290782261892,0
2018-01-17,10700.4501953125,10788.5498046875,0.008233261943837972,0.008233261943837972,0.004178650177210363,0.003927579251097862,0.0037522643804550173,1,10684.392578125,-0.0015006487478942045,0.0015006487478942045,0
2018-01-18,10788.5498046875,10817.0,0.0026370731773550063,0.0026370731773550063,0.0043543107134323255,0.0043376487311946625,0.0038953810930252076,0,10743.623046875,-0.004164299987101125,0.004164299987101125,0
